"Qubit","T1 (us)","T2 (us)","판독 지정 오류","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID 오류","단일 큐비트 게이트 길이 (ns)","RX 오류","Z축 회전(rz) 오류","√x (sx) 오류","Pauli-X 오류","CZ 오류","게이트 길이 (ns)","RZZ 오류","MEASURE 오류","Operational"
"62","118.0835714761543","22.07451061989319","0.222412109375","0.41455078125","0.0302734375","2584","0.0010056847655787497","36","0.0010056847655787497","0","0.0010056847655787497","0.0010056847655787497","61:0.0020287218495758097;63:0.002234220642699958","61:68;63:68","61:0.0026732088018474875;63:0.001965448931881719","0.222412109375","Yes"
"63","201.42308873795625","171.88352494604948","0.0185546875","0.03466796875","0.00244140625","2584","0.0003812008725780759","36","0.0003812008725780759","0","0.0003812008725780759","0.0003812008725780759","56:0.00184281559087085;62:0.002234220642699958;64:0.00253147785038374","56:68;62:68;64:68","56:0.0021286470141661795;62:0.001965448931881719;64:0.0023554893543497324","0.0185546875","Yes"
"64","252.54303829861317","136.0705349790398","0.0068359375","0.01025390625","0.00341796875","2584","0.0005030366636021906","36","0.0005030366636021906","0","0.0005030366636021906","0.0005030366636021906","65:0.002539926143607485;63:0.00253147785038374","65:68;63:68","65:0.006055788557097319;63:0.0023554893543497324","0.0068359375","Yes"
"65","168.01450248462567","73.4887759772818","0.03173828125","0.0595703125","0.00390625","2584","0.00024378104122300696","36","0.00024378104122300696","0","0.00024378104122300696","0.00024378104122300696","64:0.002539926143607485;66:0.0019663141191328115;77:0.002694440127719966","64:68;66:68;77:68","64:0.006055788557097319;66:0.002361858340501788;77:0.0024965334594317934","0.03173828125","Yes"
"66","140.26319311610348","90.59291045590378","0.01171875","0.02197265625","0.00146484375","2584","0.0005232783657811019","36","0.0005232783657811019","0","0.0005232783657811019","0.0005232783657811019","65:0.0019663141191328115;67:0.001761989036046241","65:68;67:68","65:0.002361858340501788;67:0.0016361761972619737","0.01171875","Yes"
"67","195.87102484855046","61.14886981485684","0.33740234375","0.62646484375","0.04833984375","2584","0.0002198589214570228","36","0.0002198589214570228","0","0.0002198589214570228","0.0002198589214570228","68:0.00227223754300776;57:0.0021307209100377977;66:0.001761989036046241","68:68;57:68;66:68","68:0.003539446725869033;57:0.003801918406479754;66:0.0016361761972619737","0.33740234375","Yes"
"68","125.67551019611325","30.62889775914966","0.007080078125","0.01416015625","0","2584","0.0005698686677838304","36","0.0005698686677838304","0","0.0005698686677838304","0.0005698686677838304","67:0.00227223754300776;69:0.004692681081601563","67:68;69:68","67:0.003539446725869033;69:0.00456896846986507","0.007080078125","Yes"
"69","90.15217924061804","14.055457618672294","0.030029296875","0.0400390625","0.02001953125","2584","0.0003250209815762264","36","0.0003250209815762264","0","0.0003250209815762264","0.0003250209815762264","78:0.0022556547325856824;68:0.004692681081601563;70:0.0014029912698738933","78:68;68:68;70:80","78:0.0027113624789974755;68:0.00456896846986507;70:0.002160295616758151","0.030029296875","Yes"
"70","165.74396122233424","22.835332404343735","0.0068359375","0.00927734375","0.00439453125","2584","0.000210656309467751","36","0.000210656309467751","0","0.000210656309467751","0.000210656309467751","69:0.0014029912698738933;71:0.0020078078599276294","69:80;71:68","69:0.002160295616758151;71:0.002100424133693518","0.0068359375","Yes"
"71","153.43832996157258","166.60787297747706","0.006591796875","0.01220703125","0.0009765625","2584","0.0002442927969121592","36","0.0002442927969121592","0","0.0002442927969121592","0.0002442927969121592","72:0.006259107518618162;58:0.002945472749586703;70:0.0020078078599276294","72:68;58:68;70:68","72:0.009930336544015012;58:0.0034105604873495565;70:0.002100424133693518","0.006591796875","Yes"
"72","142.88137891438421","41.16948085917881","0.013427734375","0.02587890625","0.0009765625","2584","0.0007023057089992329","36","0.0007023057089992329","0","0.0007023057089992329","0.0007023057089992329","73:0.00545557682432149;71:0.006259107518618162","73:68;71:68","73:0.011452992337946333;71:0.009930336544015012","0.013427734375","Yes"
"73","106.0466299739739","80.04344792120142","0.011962890625","0.01806640625","0.005859375","2584","0.0004516071721239508","36","0.0004516071721239508","0","0.0004516071721239508","0.0004516071721239508","72:0.00545557682432149;74:0.002857193094566335;79:0.0017423290286746607","72:68;74:68;79:68","72:0.011452992337946333;74:0.00246359693441936;79:0.0012283821107827997","0.011962890625","Yes"
"74","131.30260695211368","12.666821930904796","0.025390625","0.0341796875","0.0166015625","2584","0.0004083825829155103","36","0.0004083825829155103","0","0.0004083825829155103","0.0004083825829155103","73:0.002857193094566335;75:0.0029073011481273447","73:68;75:68","73:0.00246359693441936;75:0.002434447453203481","0.025390625","Yes"
"75","414.4232047149504","106.37963993443144","0.01416015625","0.02587890625","0.00244140625","2584","0.00030276480127024657","36","0.00030276480127024657","0","0.00030276480127024657","0.00030276480127024657","59:0.002293241702262472;74:0.0029073011481273447","59:68;74:68","59:0.003142240346926728;74:0.002434447453203481","0.01416015625","Yes"
"76","126.47895881826038","37.98426678884176","0.0224609375","0.0283203125","0.0166015625","2584","0.00022218411909674971","36","0.00022218411909674971","0","0.00022218411909674971","0.00022218411909674971","81:0.005817851840853844;61:0.0030509292678061184","81:68;61:68","81:0.0030717696391486804;61:0.0021514020172941073","0.0224609375","Yes"
"77","89.91245146138769","121.72249491093794","0.005859375","0.00927734375","0.00244140625","2584","0.00032659468722307997","36","0.00032659468722307997","0","0.00032659468722307997","0.00032659468722307997","85:0.0039032080164127514;65:0.002694440127719966","85:68;65:68","85:0.0038530183876953616;65:0.0024965334594317934","0.005859375","Yes"
"78","157.60988763554462","173.92992117983493","0.005615234375","0.0078125","0.00341796875","2584","0.0003231690005678938","36","0.0003231690005678938","0","0.0003231690005678938","0.0003231690005678938","69:0.0022556547325856824;89:0.002211278267375022","69:68;89:68","69:0.0027113624789974755;89:0.0024552648020227386","0.005615234375","Yes"
"79","74.33905618908713","35.33504165862312","0.0869140625","0.10595703125","0.06787109375","2584","0.00024286606642924926","36","0.00024286606642924926","0","0.00024286606642924926","0.00024286606642924926","93:0.0023988853502201757;73:0.0017423290286746607","93:68;73:68","93:0.0017967066269898302;73:0.0012283821107827997","0.0869140625","Yes"
"80","196.5337874788574","43.86209096131806","0.0078125","0.0107421875","0.0048828125","2584","0.00031125455271793236","36","0.00031125455271793236","0","0.00031125455271793236","0.00031125455271793236","81:0.0061828541698991935","81:68","81:0.003401767228920327","0.0078125","Yes"
"81","227.0184009498739","239.78177159404316","0.039306640625","0.07421875","0.00439453125","2584","0.0006606259236936152","36","0.0006606259236936152","0","0.0006606259236936152","0.0006606259236936152","80:0.0061828541698991935;82:0.10341840320139813;76:0.005817851840853844","80:68;82:68;76:68","80:0.003401767228920327;82:0.09144847675644305;76:0.0030717696391486804","0.039306640625","Yes"
"82","5.707937675185867","6.440762177221647","0.298828125","0.56689453125","0.03076171875","2584","","36","","0","","","81:0.10341840320139813","81:68;83:68","81:0.09144847675644305","0.298828125","Yes"
"83","193.91131389712842","189.8836369490598","0.1650390625","0.2939453125","0.0361328125","2584","0.0006163449261933174","36","0.0006163449261933174","0","0.0006163449261933174","0.0006163449261933174","96:0.0081869912777153;84:0.0025943069996743895","96:68;82:68;84:68","96:0.006295606040790491;84:0.0022795459128138462","0.1650390625","Yes"
