"Qubit","T1 (us)","T2 (us)","판독 지정 오류","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID 오류","단일 큐비트 게이트 길이 (ns)","RX 오류","Z축 회전(rz) 오류","√x (sx) 오류","Pauli-X 오류","CZ 오류","게이트 길이 (ns)","RZZ 오류","MEASURE 오류","Operational"
"0","343.1034236919593","37.34402963265975","0.004638671875","0.00732421875","0.001953125","2584","0.0003588490696852511","36","0.0003588490696852511","0","0.0003588490696852511","0.0003588490696852511","1:0.002244001866872486","1:68","1:0.0019237598360763997","0.004638671875","Yes"
"1","179.34913544072927","171.69793418927978","0.004150390625","0.00732421875","0.0009765625","2584","0.00029533772490166117","36","0.00029533772490166117","0","0.00029533772490166117","0.00029533772490166117","2:0.0013224043946271358;0:0.002244001866872486","2:68;0:68","2:0.0011506931099398154;0:0.0019237598360763997","0.004150390625","Yes"
"2","174.18195952507332","203.28648835597053","0.00439453125","0.005859375","0.0029296875","2584","0.00014542886511668818","36","0.00014542886511668818","0","0.00014542886511668818","0.00014542886511668818","1:0.0013224043946271358;3:0.0014017250940170645","1:68;3:68","1:0.0011506931099398154;3:0.001282197596647966","0.00439453125","Yes"
"3","268.41844537563816","200.5177814072054","0.009033203125","0.01171875","0.00634765625","2584","0.000192698390074695","36","0.000192698390074695","0","0.000192698390074695","0.000192698390074695","16:0.0026491005210059204;2:0.0014017250940170645;4:0.0018145516908546766","16:68;2:68;4:80","16:0.0022398915359859994;2:0.001282197596647966;4:0.0017967683762375453","0.009033203125","Yes"
"4","167.17365369585755","201.05475146984","0.008056640625","0.015625","0.00048828125","2584","0.00043719975637775734","36","0.00043719975637775734","0","0.00043719975637775734","0.00043719975637775734","3:0.0018145516908546766;5:0.002273149353426346","3:80;5:68","3:0.0017967683762375453;5:0.0017021617564041136","0.008056640625","Yes"
"5","273.88879146080586","260.84756725498625","0.004150390625","0.00537109375","0.0029296875","2584","0.0001464264456319295","36","0.0001464264456319295","0","0.0001464264456319295","0.0001464264456319295","6:0.0015739821767004336;4:0.002273149353426346","6:68;4:68","6:0.0019251787013465915;4:0.0017021617564041136","0.004150390625","Yes"
"6","294.47901205498084","299.54962490664605","0.005126953125","0.00732421875","0.0029296875","2584","0.00032117057845721715","36","0.00032117057845721715","0","0.00032117057845721715","0.00032117057845721715","5:0.0015739821767004336;7:0.0017866621310302644","5:68;7:68","5:0.0019251787013465915;7:0.0021609020504344267","0.005126953125","Yes"
"7","309.1720157926597","139.14447023833532","0.0068359375","0.0126953125","0.0009765625","2584","0.0002536156207528696","36","0.0002536156207528696","0","0.0002536156207528696","0.0002536156207528696","17:0.0024644056293845196;6:0.0017866621310302644;8:0.0026917472476356286","17:68;6:68;8:80","17:0.002656776081955997;6:0.0021609020504344267;8:0.0027709571565640856","0.0068359375","Yes"
"8","240.749453593239","142.80894691775325","0.010986328125","0.0205078125","0.00146484375","2584","0.0001860836126147744","36","0.0001860836126147744","0","0.0001860836126147744","0.0001860836126147744","9:0.0018582739751229205;7:0.0026917472476356286","9:68;7:80","9:0.0015416165330691678;7:0.0027709571565640856","0.010986328125","Yes"
"9","120.00437309773743","127.10521355300777","0.017578125","0.03173828125","0.00341796875","2584","0.00042718027499566636","36","0.00042718027499566636","0","0.00042718027499566636","0.00042718027499566636","8:0.0018582739751229205;10:0.001637085208024719","8:68;10:68","8:0.0015416165330691678;10:0.0012967666963062396","0.017578125","Yes"
"10","258.1498833235368","227.3024856633918","0.0107421875","0.01806640625","0.00341796875","2584","0.00023924721437330865","36","0.00023924721437330865","0","0.00023924721437330865","0.00023924721437330865","9:0.001637085208024719;11:0.001918790374361351","9:68;11:68","9:0.0012967666963062396;11:0.0011030409134879793","0.0107421875","Yes"
"11","344.7409748925775","261.87728677165785","0.01904296875","0.01416015625","0.02392578125","2584","0.00031534619573266606","36","0.00031534619573266606","0","0.00031534619573266606","0.00031534619573266606","18:0.0015918545110312488;10:0.001918790374361351;12:0.0013546492027065038","18:68;10:68;12:68","18:0.0015070869467135595;10:0.0011030409134879793;12:0.00097379802600564","0.01904296875","Yes"
"12","301.2825046244727","139.97644647612785","0.00634765625","0.01171875","0.0009765625","2584","0.00017454666834209974","36","0.00017454666834209974","0","0.00017454666834209974","0.00017454666834209974","13:0.001420807512046457;11:0.0013546492027065038","13:80;11:68","13:0.001395786572543245;11:0.00097379802600564","0.00634765625","Yes"
"13","214.8038951600662","72.85994797075234","0.012451171875","0.01416015625","0.0107421875","2584","0.0003439978337676095","36","0.0003439978337676095","0","0.0003439978337676095","0.0003439978337676095","12:0.001420807512046457;14:0.001292162017259929","12:80;14:80","12:0.001395786572543245;14:0.0012616659380846607","0.012451171875","Yes"
"14","322.7660130332317","145.66114261449871","0.003173828125","0.00537109375","0.0009765625","2584","0.00016878671930840576","36","0.00016878671930840576","0","0.00016878671930840576","0.00016878671930840576","15:0.0016721311883921286;13:0.001292162017259929","15:68;13:80","15:0.0012620355736917;13:0.0012616659380846607","0.003173828125","Yes"
"15","268.56504958116443","38.72008745171031","0.01220703125","0.0234375","0.0009765625","2584","0.00020044706636686751","36","0.00020044706636686751","0","0.00020044706636686751","0.00020044706636686751","14:0.0016721311883921286;19:0.0012920371119955476","14:68;19:68","14:0.0012620355736917;19:0.0016253300214504884","0.01220703125","Yes"
"16","145.12556324700063","133.13450116559073","0.01025390625","0.02001953125","0.00048828125","2584","0.0003919718662868563","36","0.0003919718662868563","0","0.0003919718662868563","0.0003919718662868563","23:0.0023594201315103314;3:0.0026491005210059204","23:68;3:68","23:0.0017856308151076028;3:0.0022398915359859994","0.01025390625","Yes"
"17","270.4553881876939","12.13825814479928","0.004150390625","0.005859375","0.00244140625","2584","0.0005201170501651726","36","0.0005201170501651726","0","0.0005201170501651726","0.0005201170501651726","7:0.0024644056293845196;27:0.0025093033349539717","7:68;27:68","7:0.002656776081955997;27:0.0021089626294056585","0.004150390625","Yes"
"18","95.90597751362485","103.92840855358048","0.014892578125","0.02099609375","0.0087890625","2584","0.00025529612083273945","36","0.00025529612083273945","0","0.00025529612083273945","0.00025529612083273945","11:0.0015918545110312488;31:0.0023366327759195282","11:68;31:68","11:0.0015070869467135595;31:0.002145519880932617","0.014892578125","Yes"
"19","167.60550301117297","60.94681729862726","0.005859375","0.0107421875","0.0009765625","2584","0.0002444211907297231","36","0.0002444211907297231","0","0.0002444211907297231","0.0002444211907297231","35:0.007291347700937978;15:0.0012920371119955476","35:80;15:68","35:0.001534110237809555;15:0.0016253300214504884","0.005859375","Yes"
"20","132.73677484163383","81.73765435463146","0.01171875","0.0224609375","0.0009765625","2584","0.0007257424472675433","36","0.0007257424472675433","0","0.0007257424472675433","0.0007257424472675433","21:0.002254397921921475","21:68","21:0.0025972050638446986","0.01171875","Yes"
"21","269.19163613340095","166.8042507876127","0.005126953125","0.00830078125","0.001953125","2584","0.00017218303983563746","36","0.00017218303983563746","0","0.00017218303983563746","0.00017218303983563746","36:0.001703289105491529;20:0.002254397921921475;22:0.0024609862364220747","36:68;20:68;22:68","36:0.009372229377177299;20:0.0025972050638446986;22:0.0010990825966878948","0.005126953125","Yes"
"22","204.19645710698484","11.950582199581053","0.01171875","0.021484375","0.001953125","2584","0.0002246996148196359","36","0.0002246996148196359","0","0.0002246996148196359","0.0002246996148196359","23:0.0031699996769562755;21:0.0024609862364220747","23:68;21:68","23:0.0020686608951318297;21:0.0010990825966878948","0.01171875","Yes"
"23","294.84866682263487","176.79319015765904","0.059326171875","0.11181640625","0.0068359375","2584","0.00018546259907933758","36","0.00018546259907933758","0","0.00018546259907933758","0.00018546259907933758","22:0.0031699996769562755;24:0.0031616719640898128;16:0.0023594201315103314","22:68;24:68;16:68","22:0.0020686608951318297;24:0.004995429280419128;16:0.0017856308151076028","0.059326171875","Yes"
"24","134.26755964026006","49.69092861557111","0.01708984375","0.033203125","0.0009765625","2584","0.000259142903070592","36","0.000259142903070592","0","0.000259142903070592","0.000259142903070592","23:0.0031616719640898128;25:0.0037236289176207915","23:68;25:68","23:0.004995429280419128;25:0.005247396488173961","0.01708984375","Yes"
"25","154.90120210280463","59.43248651380317","0.00732421875","0.01220703125","0.00244140625","2584","0.00046484684070305577","36","0.00046484684070305577","0","0.00046484684070305577","0.00046484684070305577","24:0.0037236289176207915;26:0.014629822914973944;37:0.006541879020215385","24:68;26:68;37:68","24:0.005247396488173961;26:0.014533560487948904;37:0.0041432095711261","0.00732421875","Yes"
